来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,NA
补充条目,Oropetium thomaeum,NA,GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,Oropetium_thomaeum\Oropetium_thomaeum_GCA_001182835.1_Oropetium_genomic_20141112_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2015/7/20,NA,GCA_001182835.1,NA,243.1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/001/182/Oropetium_thomaeum_monocots_Oropetium_genomic_20141112_GCA_001182835.1/GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,NA,
统计条目,Oryza alta,tetraploid,GCA_047899615.1_ASM4789961v1_genomic.fna.gz,Oryza_alta\Oryza_alta_GCA_047899615.1_ASM4789961v1_genomic.gtf,(CCDD)_PRJNA1039467,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,909.02,66387,38390,18170,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://ngdc.cncb.ac.cn/bioproject/browse/insdc/PRJNA1039467,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza australiensis,diploid,GWHGOKN00000000.2.genome.fasta.gz,GWHGOKN00000000.2.gff.gz,IRGCACC105278_EE,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature Communications,10.1038/s41467-026-73769-8,965,901,36742,76600,76600,ONT;Illumina,ONT ultra long,China,no,NextDenovo,NextPolish,LR_Gapcloser,NA,T2T,https://download.cncb.ac.cn/gwh/Plants/Oryza_australiensis_Oryza_australiensis_GWHGOKN00000000.2/GWHGOKN00000000.2.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Oryza_australiensis_Oryza_australiensis_GWHGOKN00000000.2/GWHGOKN00000000.2.gff.gz,
统计条目,Oryza barthii,diploid,GWHBFRD00000000.genome.fasta.gz,GWHBFRD00000000.gff.gz,NH286,Poales,Poaceae,Commelinids,Monocots,yes,2022/7/12,Cell Research,10.1038/s41422-022-00685-z,376,340.58,35003,NA,15533.27,ONT;Illumina,Other TGS,China,yes,wtdbg,wtpoa;Pilon,3D-DNA,3D-DNA,pan-genome,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA004295,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza brachyantha,diploid,GCA_000710545.1_O._brachyantha_chromosome_3_short_arm_genomic.fna.gz,Oryza_brachyantha\Oryza_brachyantha_GCA_000231095.3_ObraRS2_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2013/3/12,Nature Communications,23481403,300,261,32038,1600,NA,Illumina;Sanger;,NGS,China,no,SOAPdenovo,NA,NA,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000710545.1/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza coarctata,tetraploid,GCA_036417745.2_OcoaRS2_genomic.fna.gz,Oryza_coarctata\Oryza_coarctata_GCA_036417745.2_OcoaRS2_genomic.gtf,(KKLL)_PRJNA439330,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,555.71,55709,22970,22970,PacBio,HiFi,Saudi Arabia,no,Hifiasm;HiCanu,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA439330,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza eichingeri,diploid,W-71_genome.fasta,W-71_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,547,44719,NA,49780,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza glaberrima,diploid,GWHBFQJ00000000.genome.fasta.gz,GWHBFQJ00000000.gff.gz,NH265,Poales,Poaceae,Commelinids,Monocots,yes,2022/7/12,Cell Research,10.1038/s41422-022-00685-z,411,347.16,35260,NA,14365.345,ONT;Illumina,Other TGS,China,yes,wtdbg,wtpoa;Pilon,3D-DNA,3D-DNA,pan-genome,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA004295,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Oryza glaberrima x Oryza sativa,NA,GCA_965117955.1_NericaL19_genomic.fna.gz,Oryza_glaberrima_x_Oryza_sativa\Oryza_glaberrima_x_Oryza_sativa_GCA_965117955.1_NericaL19_genomic.gtf,NericaL19,Poales,Poaceae,Commelinids,Monocots,no,2025/1/25,NA,GCA_965117955.1,NA,393.943085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/117/Oryza_glaberrima_x_Oryza_sativa_monocots_NericaL19_GCA_965117955.1/GCA_965117955.1_NericaL19_genomic.fna.gz,NA,
统计条目,Oryza glumaepatula,diploid,W-97_genome.fasta,W-97_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,393.8,44527,NA,14180,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Oryza glumipatula,NA,GCA_000576495.2_OgluRS3_genomic.fna.gz,Oryza_glumipatula\Oryza_glumipatula_GCA_000576495.2_OgluRS3_genomic.gtf,OgluRS3,Poales,Poaceae,Commelinids,Monocots,yes,2021/3/10,NA,GCA_000576495.2,NA,388.593428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/000/576/Oryza_glumipatula_monocots_OgluRS3_GCA_000576495.2/GCA_000576495.2_OgluRS3_genomic.fna.gz,NA,
统计条目,Oryza grandiglumis,tetraploid,GCA_048188845.1_Oryza_grandiglumis_Doell_1.0_genome_genomic.fna,Oryza_grandiglumis\Oryza_grandiglumis_GCA_048188845.1_Oryza_grandiglumis_Doell_1.0_genome_genomic.gtf,(CCDD)_PRJNA737282,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,871.18,66356,37530,19300,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA737282,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza grandigumis,tetraploid,W-100_genome.fasta,W-100_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,906.1,81960,NA,21730,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza granulata,diploid,GWHAAKB00000000.genome.fasta.gz,1.gene_structure.gff3,Ecotype: Menghai,Poales,Poaceae,Commelinids,Monocots,yes,2020/4/29,Scientific Data,32350267,785,736.66,40131,916.3,43.9,Illumina,NGS,China,yes,ALLPATHS,NA,SSPACE;LACHESIS,LACHESIS,no,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=GWHAAKB00000000&q=GWHAAKB00000000,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza latifolia,tetraploid,GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.fna,GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.fna.gz,(CCDD)_PRJNA737486,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,1058.4,73734,45310,35130,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA737486,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza longiglumis,tetraploid,GCA_048014755.1_ASM4801475v1_genomic.fna.gz,GCA_048014755.1_ASM4801475v1_genomic.gbff.gz,(HHJJ)_PRJNA1016142,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,1146.78,73324,51170,51170,PacBio,HiFi,Saudi Arabia,no,Hifiasm;HiCanu,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA1016142,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza longistaminata,diploid,GCA_009805545.1_ASM980554v1_genomic.fna.gz,GCA_009805545.1_ASM980554v1_genomic.gbff.gz,IRGC 81967,Poales,Poaceae,Commelinids,Monocots,yes,2020/3/20,The Plant Genome,33016624,347,363.5,35440,6830,46.49,Illumina;PacBio,Other TGS,China,yes,ALLPATHS,NA,LACHESIS,LACHESIS,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA545798,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza malampuzhaensis,tetraploid,GCA_048564985.1_O_malampuzhaensis_1.0_genomic.fna.gz,GCA_048564985.1_O_malampuzhaensis_1.0_genomic.gbff.gz,(BBCC)_PRJNA757598,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,934.73,77869,39290,19090,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA757598,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza meridionalis,diploid,OM1952.fa,W1952.genome.gff3,OM1952,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/16,Nature,10.1038/s41586-025-08883-6,NA,NA,38135,NA,NA,PacBio;Illumina;ONT,HiFi;Other TGS,China,no,NextDenovo,Racon,NA,NA,pan-genome,https://doi.org/10.25452/figshare.plus.25697817,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza meyeriana,diploid,GCA_047899645.1_ASM4789964v1_genomic.fna.gz,GCA_047899645.1_ASM4789964v1_genomic.gbff.gz,(GG)_PRJNA1039468,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,789.12,45092,66880,66880,PacBio,HiFi,Saudi Arabia,no,Hifiasm;HiCanu,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://ngdc.cncb.ac.cn/bioproject/browse/insdc/PRJNA1039468,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza minuta,tetraploid,GCA_048166525.1_O_minuta_1.0_genomic.fna.gz,GCA_048166525.1_O_minuta_1.0_genomic.gbff.gz,(BBCC)_PRJNA757599,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,980.38,74266,41470,20600,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA757599,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Oryza nivara,NA,GCA_000576065.2_OnivRS2_genomic.fna.gz,Oryza_nivara\Oryza_nivara_GCA_000576065.2_OnivRS2_genomic.gtf,OnivRS2,Poales,Poaceae,Commelinids,Monocots,yes,2021/3/10,NA,GCA_000576065.2,NA,395.534265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/000/576/Oryza_nivara_monocots_OnivRS2_GCA_000576065.2/GCA_000576065.2_OnivRS2_genomic.fna.gz,NA,
统计条目,Oryza officinalis,diploid,OSF.genome.fasta,Oo_V1.new.gff3,MT10,Poales,Poaceae,Commelinids,Monocots,yes,2025/5/13,Rice (New York),10.1186/s12284-025-00769-5,587.25,552.58,33813,44480,44040,Illumina;PacBio,HiFi,China,yes,SOAPdenovo2;Hifiasm,NA,ALLHiC,ALLHiC,no,https://osf.io/y4gb5,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza punctata,diploid,GCA_000573905.2_OpunRS2_genomic.fna.gz,GCA_000573905.2_OpunRS2_genomic.gbff.gz,IRGC 105690,Poales,Poaceae,Commelinids,Monocots,yes,2023/3/21,Nature Communications,10.1038/s41467-023-37004-y,423,422.39,NA,18595,18590,PacBio;Illumina,Other TGS,Saudi Arabia,no,Canu;Falcon;Mecat;Genome Puzzle Master,SMRT-Link,NA,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA609053,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza rhizomatis,diploid,W-375_genome.fasta,W-375_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,602,44596,NA,45970,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza ridleyi,tetraploid,GCA_047772315.1_O_ridleyi_genomic.fna.gz,GCA_047772315.1_O_ridleyi_genomic.gbff.gz,(HHJJ)_PRJNA687623,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,1202.81,82808,53840,53840,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA687623,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza rufipogon,diploid,wild12.fixed.fa.gz,Oryza_rufipogon\Oryza_rufipogon_GCA_037997075.1_ASM3799707v1_genomic.gtf,wild12,Poales,Poaceae,Commelinids,Monocots,yes,2022/4/8,Genome Research,10.1101/gr.276015.121,499.29,632.55,NA,39320.746,1005.708,ONT;Illumina,Other TGS,China,no,NA,NA,RaGOO,NA,pan-genome,https://cgm.sjtu.edu.cn/TGSrice/index.html,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza sativa,diploid,GCF_034140825.1_ASM3414082v1_genomic.fna.gz,GCF_034140825.1_ASM3414082v1_genomic.gff.gz,Nipponbare;improve,Poales,Poaceae,Commelinids,Monocots,yes,2023/8/7,Molecular Plant,10.1016/j.molp.2023.08.003,430,385.710679,57359,NA,31111,PacBio;ONT;Illumina,HiFi,China,yes,Hifiasm,NA,3D-DNA,3D-DNA,T2T,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA953663,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza sativa ssp. japonica var. Zhonghua 11,diploid,GWHGENG00000000.1.genome.fasta.gz,GWHGENG00000000.1.gff.gz,var. Zhonghua 11,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/13,Plant Communications,10.1016/j.xplc.2025.101463,376.8,377.05,56948,NA,31070,Illumina;PacBio;ONT,HiFi;ONT ultra long,China,yes,Hifiasm,NA,Lachesis,Lachesis,T2T,https://ngdc.cncb.ac.cn/gwh/Assembly/98233/show,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Oryza schlechteri,tetraploid,GCA_048320915.1_ASM4832091v1_genomic.fna.gz,Oryza_schlechteri\Oryza_schlechteri_GCA_048320915.1_ASM4832091v1_genomic.gtf,(KKLL[HHKK])_PRJNA1115974,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,674.35,70857,28200,22260,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA1115974,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Otatea glauca,tetraploid,Otatea_glauca.faa,ogl.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,1510,1448.63,43141,56749.76,1800.23,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,JAYEVH000000000,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Panicum hallii,NA,GCA_003061485.1_PhalliiHAL_v2.1_genomic.fna.gz,GCA_003061485.1_PhalliiHAL_v2.1_genomic.gff.gz,HAL2,Poales,Poaceae,Commelinids,Monocots,yes,2018/12/6,Nature Communications,30523281,528,484.6,34396,58200,8300,Illumina;PacBio,Other TGS,USA,no,Mecat,Quiver,NA,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_003061485.1/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Panicum miliaceum,allotetraploid,AJ8.T2T.fasta.gz,AJ8.gff3.gz,AJ8,Poales,Poaceae,Commelinids,Monocots,yes,2024/6/21,Scientific Data,10.1038/s41597-024-03489-5,NA,834.7,63678,NA,48300,PacBio;ONT,HiFi;ONT ultra long,China,yes,Hifiasm;Falcon,Racon,3D-DNA;Juicer,3D-DNA;Juicer,T2T,https://identifiers.org/ncbi/insdc.sra:SRP482566,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Panicum sumatrense,tetraploid,Psum.JK8.genome_20250509.fasta,Psum.JK8.genes_20250509.gff3,cv.JK-8,Poales,Poaceae,Commelinids,Monocots,yes,2025/11/29,Nature Communications,10.1038/s41467-025-66716-6,832,850,59045,NA,47000,PacBio;ONT,Other TGS,Canada,yes,Hifiasm,NA,EndHiC,HiC-Pro,no,http://www.ncbi.nlm.nih.gov/bioproject/1204366,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Panicum virgatum,allotetraploid,GWHERFR00000000.genome.fasta.gz,Panicum_virgatum\Panicum_virgatum_GCA_016808335.1_P.virgatum_v5_genomic.gtf,Jingji31_hap1_PRJCA023812?,Poales,Poaceae,Commelinids,Monocots,yes,2025/5/14,Genome Biology,10.1186/s13059-025-03604-8,1190,1143.31,79672,67960,27050,PacBio;Illumina,HiFi,China,yes,HiFiasm,NA,Juicer;3D-DNA,Juicer;3D-DNA,no,https://ngdc.cncb.ac.cn/bioproject/browse/PRJCA023812?,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Paspalum notatum,NA,GCA_036689595.1_IICAR_Pnotatum_1.0_genomic.fna.gz,GCA_036689595.1_IICAR_Pnotatum_1.0_genomic.gff.gz,IICAR_Pnotatum_1.0,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/18,NA,GCA_036689595.1,NA,557.812088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/689/Paspalum_notatum_var._saurae_Bahia_grass_IICAR_Pnotatum_1.0_GCA_036689595.1/GCA_036689595.1_IICAR_Pnotatum_1.0_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/689/Paspalum_notatum_var._saurae_Bahia_grass_IICAR_Pnotatum_1.0_GCA_036689595.1/GCA_036689595.1_IICAR_Pnotatum_1.0_genomic.gff.gz,
统计条目,Paspalum vaginatum,diploid,GCA_026573395.1_P.vaginatum_v3.1_genomic.fna.gz,GCA_026573395.1_P.vaginatum_v3.1_genomic.gff.gz,clone PI 509022,Poales,Poaceae,Commelinids,Monocots,yes,2022/12/13,Nature Communications,10.1038/s41467-022-35507-8,590,646.9,45843,44500,1500,PacBio;Illumina,Other TGS,USA,no,Mecat,Quiver,NA,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA234783,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Pennisetum giganteum,tetraploid,Pgi_genome.fasta.gz,Pgi_gene.gff3.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2023/7/21,BMC Biology,10.1186/s12915-023-01643-w,1900,2030,85313,NA,88470,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,3D-DNA,3D-DNA,no,https://figshare.com/articles/dataset/The_genome_assembly_and_annotation_data_of_Pennisetum_giganteum/23118794,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Pennisetum glaucum,diploid,GCA_020739535.1_ASM2073953v1_genomic.fna.gz,PRODUCTION_57_result.gtf,PI526529,Poales,Poaceae,Commelinids,Monocots,yes,2023/3/2,Nature Genetics,10.1038/s41588-023-01302-4,1843.66,1974.39,36451,286980,79180,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,ALLHIC;BioNano Access,ALLHIC,pan-genome,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA749489,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Pennisetum purpureum,tetraploid,elepant grass genome.fasta,elephant_grass_genome.gff,CIAT6263,Poales,Poaceae,Commelinids,Monocots,yes,2022/3/29,Molecular Ecology Resources,10.1111/1755-0998.13612,2130,2070,77139,8470,2900,ONT;Illumina,Other TGS,China,yes,SMARTdenovo,Pilon,BioNano Access;LACHESIS,LACHESIS,no,https://figshare.com/articles/dataset/elepant_grass_genome_fasta/15058173,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Pharus latifolius,diploid,GCA_019359835.1_ASM1935983v1_genomic.fna.gz,Pharus_latifolius_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid60161.gff,CRB03-4-1,Poales,Poaceae,Commelinids,Monocots,yes,2021/1/25,The Plant Cell,10.1093/plcell/koab015,1034,1002.88,32007,NA,5090,PacBio;Illumina,Other TGS,China,yes,Falcon,Arrow;Pilon,LACHESIS,LACHESIS,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019359835.1/,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Phleum pratense,NA,GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.fna.gz,Phleum_pratense\Phleum_pratense_GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.gtf,timothy,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/7,NA,GCA_965605815.1,NA,1462.0122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/605/Phleum_pratense_timothy_grass_lpPhlPrat1.hap1.1_GCA_965605815.1/GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.fna.gz,NA,
统计条目,Phragmites australis,NA,Phragmites_australis.faa,Phragmites_australis_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid59768.gff,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/12/11,Molecular Ecology Resources,10.1111/mec.16293,1200,1140,64857,NA,194,PacBio;Illumina,Other TGS,USA,no,Canu,NA,NA,NA,no,https://genomevolution.org/coge/SearchResults.pl?s=59768&p=genome,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Phyllostachys edulis,diploid,Bamboo.WGS.genome.fasta.gz,Bamboo.Hic.gff.gz,update,Poales,Poaceae,Commelinids,Monocots,yes,2018/10/1,GigaScience,30202850,2075,1907.6,51074,79900,53.29,Illumina;PacBio,Other TGS,China,yes,ALLPATHS,NA,SSPACE;3D-DNA,3D-DNA,no,http://dx.doi.org/10.5524/100498,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Phyllostachys violascens,tetraploid,GCA_044048585.1_ASM4404858v1_genomic.fna.gz,Phyllostachys_praecox.coding.gene.V1.20230313.gff,JBINAA000000000,Poales,Poaceae,Commelinids,Monocots,yes,2025/5/30,Scientific Data,10.1038/s41597-025-04556-1,NA,2156.14,53558,56476.697,44244.632,PacBio,HiFi,China,yes,Hifiasm,NA,3D-DNA,HiCUP;3D-DNA,no,https://identifiers.org/ncbi/insdc.gca:GCA_044048585.1,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Poa annua,tetraploid,GCA_026929855.1_FRR_PoAnn_1.0_genomic.fna.gz,Poa_annua_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid63982.gff,PI 595837,Poales,Poaceae,Commelinids,Monocots,yes,2022/12/28,Genome Biology and Evolution,10.1093/gbe/evac180,1780,1780,76420,112000,65000,PacBio,HiFi,USA,yes,Hifiasm,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026929855.1/,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Poa arachnifera,NA,GCA_047665955.1_ARS_Parac_0.1_genomic.fna.gz,Poa_arachnifera\Poa_arachnifera_GCA_047665955.1_ARS_Parac_0.1_genomic.gtf,ARS_Parac_0.1,Poales,Poaceae,Commelinids,Monocots,no,2025/2/11,NA,GCA_047665955.1,NA,6632.030032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/047/665/Poa_arachnifera_Texas_bluegrass_ARS_Parac_0.1_GCA_047665955.1/GCA_047665955.1_ARS_Parac_0.1_genomic.fna.gz,NA,
补充条目,Poa chaixii,NA,GCA_964215705.1_lpPoaChai1.hap1.1_genomic.fna.gz,Poa_chaixii\Poa_chaixii_GCA_964215705.1_lpPoaChai1.hap1.1_genomic.gtf,lpPoaChai1.hap1.1,Poales,Poaceae,Commelinids,Monocots,yes,2024/8/27,NA,GCA_964215705.1,NA,1422.738331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/215/Poa_chaixii_monocots_lpPoaChai1.hap1.1_GCA_964215705.1/GCA_964215705.1_lpPoaChai1.hap1.1_genomic.fna.gz,NA,
统计条目,Poa infirma,diploid,GCA_040144145.1_PSU_Pinf_1_genomic.fna.gz,Poa_infirma\Poa_infirma_GCA_040144145.1_PSU_Pinf_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/26,BMC Genomics,10.1186/s12864-023-09456-5,1130,1125,39420,NA,NA,PacBio,HiFi,USA,yes,Hifiasm,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA938153,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Poa pratensis,octoploid,GCA_947311845.1_Poa_pratensis_v1_genomic.fna.gz,Poa_pratensis\Poa_pratensis_GCA_947311845.1_Poa_pratensis_v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/4/1,G3-Genes Genomes Genetics,10.1093/g3journal/jkad073,3521,6090,256281,65127.037,1095,PacBio;Illumina,Other TGS,USA,no,Canu,NA,BioNano Access,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947311845.1/,https://figshare.10.6084/m9.figshare.28869197,
