group,No.Genome,No.species,来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,genome_path,annotation_path
Huada_FTP_update,192,88,??????,Digitaria sanguinalis,allohexaploid,GCA_964212565.1_lpDigSang1.hap1.1_genomic.fna.gz,Digitaria_sanguinalis_GCA_964212565.1_lpDigSang1.hap1.1_genomic.gtf,#YJ2023,Poales,Poaceae,Commelinids,Monocots,yes,2026/2/12,Nature Communications,10.1038/s41467-026-69076-x,1240,1250,114996,NA,NA,PacBio;ONT;Illumina,HiFi;ONT ultra long,China,yes,Hifiasm;NextDenovo,NextPolish,YaHS,YaHS,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_sanguinalis/GCA_964212565.1_lpDigSang1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_sanguinalis/Digitaria_sanguinalis_GCA_964212565.1_lpDigSang1.hap1.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_sanguinalis/GCA_964212565.1_lpDigSang1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_sanguinalis/Digitaria_sanguinalis_GCA_964212565.1_lpDigSang1.hap1.1_genomic.gtf
UTR-HUADA问题,193,89,??????,Echinochloa colona,hexaploid,GWHBDNQ00000000.genome.fasta.gz,PRODUCTION_116_result.gtf,PI463783,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/3,Nature Communications,10.1038/s41467-022-28359-9,1180,1130,93697,NA,24800,PacBio;Illumina,HiFi,China,yes,Hifiasm,Racon,ALLHIC,ALLHIC,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBDNQ00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_116_result.gtf
Huada_FTP_update,195,90,??????,Echinochloa crus-galli,hexaploid,GCA_020466025.1_ec_v3_genomic.fna.gz,Echinochloa_crus-galli_GCA_020466025.1_ec_v3_genomic.gtf,STB08,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/3,Nature Communications,10.1038/s41467-022-28359-9,1400,1339.8,104780,NA,NA,PacBio;Illumina,Other TGS,China,yes,Canu,Racon;Pilon,ALLHIC,ALLHIC,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Echinochloa_crus-galli/GCA_020466025.1_ec_v3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Echinochloa_crus-galli/Echinochloa_crus-galli_GCA_900205405.1_ASM90020540v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Echinochloa_crus-galli/GCA_020466025.1_ec_v3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Echinochloa_crus-galli/Echinochloa_crus-galli_GCA_020466025.1_ec_v3_genomic.gtf
UTR-HUADA问题,196,91,统计条目,Echinochloa haploclada,NA,EH.fasta.gz,PRODUCTION_106_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/7/2,Molecular Plant,32622997,420,440,36946,48750,930,Illumina;PacBio,Other TGS,China,yes,Canu,Arrow;Pilon,3D-DNA;ALLHIC,3D-DNA;ALLHIC,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/EH.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_106_result.gtf
UTR-HUADA问题,198,92,??????,Echinochloa oryzicola,tetraploid,GWHBDNS00000000.genome.fasta.gz,PRODUCTION_114_result.gtf,ZJU2,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/3,Nature Communications,10.1038/s41467-022-28359-9,1000,945.6,68544,NA,NA,PacBio;Illumina,Other TGS,China,yes,Canu,Racon;Pilon,ALLHIC,ALLHIC,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBDNS00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_114_result.gtf
原始数据可用,199,93,???????,Echinochloa phyllopogon,NA,GCA_033239725.1_ASM3323972v1_genomic.fna.gz,Echinochloa_phyllopogon_GCA_033239725.1_ASM3323972v1_genomic.gtf,ASM3323972v1,Poales,Poaceae,Commelinids,Monocots,no,2023/6/15,NA,GCA_033239725.1,NA,1002.677761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/033/239/Echinochloa_phyllopogon_monocots_ASM3323972v1_GCA_033239725.1/GCA_033239725.1_ASM3323972v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_033239725.1_ASM3323972v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Echinochloa_phyllopogon/Echinochloa_phyllopogon_GCA_033239725.1_ASM3323972v1_genomic.gtf
UTR-HUADA问题,200,94,统计条目,Eleusine coracana,tetraploid,GCA_032690845.1_Eleusine_coracana_v1.0_genomic.fna.gz,PRODUCTION_100_result.gtf,subsp. coracana KNE 796,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/21,Nature Communications,10.1038/s41467-023-38915-6,1500,1110,48836,61300,15300,PacBio;Illumina,Other TGS,USA,yes,Mecat,Quiver,Juicer,Juicer,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_032690845.1_Eleusine_coracana_v1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_100_result.gtf
Huada_FTP_update,202,95,??????,Eleusine indica,diploid,GCA_030378355.1_ASM3037835v1_genomic.fna.gz,Eleusine_indica_GCA_030378355.1_ASM3037835v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2019/4/10,Pest management science,30851005,584,492,25467,233,32.4,Illumina,NGS,USA,no,Velvet,NA,SSPACE,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eleusine_indica/GCA_030378355.1_ASM3037835v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eleusine_indica/Eleusine_indica_GCA_040549725.1_ASM4054972v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eleusine_indica/GCA_030378355.1_ASM3037835v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eleusine_indica/Eleusine_indica_GCA_030378355.1_ASM3037835v1_genomic.gtf
非UTR-缺注释,203,96,统计条目,Elymus nutans,hexaploid,GWHFAJN00000000.1.genome.fasta.gz,PRODUCTION_51_result.gtf,??Aba??,Poales,Poaceae,Commelinids,Monocots,yes,2025/6/18,Plant Biotechnology Journal,10.1111/pbi.70117,NA,9458.615163,NA,424536.636,NA,ONT;Illumina,Other TGS,China,yes,Canu;WTDBG,Racon;Pilon;BWA,LACHESIS,LACHESIS;HiC-Pro;BWA,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFAJN00000000.1.genome.fasta.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFAJN00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_51_result.gtf
Huada_FTP_update,204,97,??????,Elymus sibiricus,allotetraploid,GCA_039707655.1_ASM3970765v1_genomic.fna.gz,Elymus_sibiricus_GCA_039707655.1_ASM3970765v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/1,Scientific Data,10.1038/s41597-024-03622-4,NA,6929.46,89800,37600,49518,PacBio;BGI,HIFI;NGS,China,yes,Hifiasm,NA,ALLHiC,Juicer,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Elymus_sibiricus/GCA_039707655.1_ASM3970765v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Elymus_sibiricus/Elymus_sibiricus_GCA_039707655.1_ASM3970765v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Elymus_sibiricus/GCA_039707655.1_ASM3970765v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Elymus_sibiricus/Elymus_sibiricus_GCA_039707655.1_ASM3970765v1_genomic.gtf
Huada_FTP_update,205,98,??????,Eragrostis curvula,diploid,GCA_007726485.1_CERZOS_EC1.0_genomic.fna.gz,Eragrostis_curvula_GCA_007726485.1_CERZOS_EC1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2019/7/15,Scientific Reports,31308395,660,602,56469,43410,791,Illumina;PacBio,Other TGS,Argentina,yes,Canu;Falcon,Arrow,HiRise,HiRise,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_curvula/GCA_007726485.1_CERZOS_EC1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_curvula/Eragrostis_curvula_GCA_007726485.1_CERZOS_EC1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_curvula/GCA_007726485.1_CERZOS_EC1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_curvula/Eragrostis_curvula_GCA_007726485.1_CERZOS_EC1.0_genomic.gtf
Huada_FTP_update,206,99,??????,Eragrostis nindensis,NA,GCA_012490785.1_MSU_Enin_2.1_genomic.fna.gz,Eragrostis_nindensis_GCA_012490785.1_MSU_Enin_2.1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2020/4/23,PNAS,32327609,1035,986,107683,NA,520,Illumina;PacBio,Other TGS,USA,no,Canu,Pilon,NA,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_nindensis/GCA_012490785.1_MSU_Enin_2.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_nindensis/Eragrostis_nindensis_GCA_012490785.1_MSU_Enin_2.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_nindensis/GCA_012490785.1_MSU_Enin_2.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_nindensis/Eragrostis_nindensis_GCA_012490785.1_MSU_Enin_2.1_genomic.gtf
Huada_FTP_update,207,100,??????,Eragrostis tef,tetraploid,GCA_000970635.1_ASM97063v1_genomic.fna.gz,Eragrostis_tef_GCA_000970635.1_ASM97063v1_genomic.gtf,Dabbi,Poales,Poaceae,Commelinids,Monocots,yes,2020/2/14,Nature Communications,32060277,622,578,68255,NA,1550,Illumina;PacBio,Other TGS,USA,yes,Canu,Pilon,3D-DNA,3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_tef/GCA_000970635.1_ASM97063v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_tef/Eragrostis_tef_GCA_000970635.1_ASM97063v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_tef/GCA_000970635.1_ASM97063v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Eragrostis_tef/Eragrostis_tef_GCA_000970635.1_ASM97063v1_genomic.gtf
原始数据可用,208,101,???????,Eremochloa ophiuroides,NA,GCA_038502445.1_ASM3850244v1_genomic.fna.gz,Eremochloa_ophiuroides_GCA_038502445.1_ASM3850244v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2024/4/26,NA,GCA_038502445.1,NA,853.4718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/038/502/Eremochloa_ophiuroides_monocots_ASM3850244v1_GCA_038502445.1/GCA_038502445.1_ASM3850244v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_038502445.1_ASM3850244v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Eremochloa_ophiuroides/Eremochloa_ophiuroides_GCA_038502445.1_ASM3850244v1_genomic.gtf
非UTR-缺注释,209,102,统计条目,Erianthus rufipilus,NA,GWHBRAN00000000.genome.fasta.gz,PRODUCTION_63_result.gtf,Yunnan2009-3,Poales,Poaceae,Commelinids,Monocots,yes,2023/3/30,Nature Plants,10.1038/s41477-023-01378-0,756.6,858.7,32770,NA,76900,PacBio;Illumina,HiFi,China,yes,Hifiasm;Canu;HiCanu,NA,NA,NA,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBRAN00000000.genome.fasta.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBRAN00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_63_result.gtf
UTR-HUADA问题,210,103,补充条目,Eriochloa villosa,NA,GWHITIV00000000.1.genome.fasta.gz,PRODUCTION_88_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/11,NA,GWHITIV00000000.1,NA,916.8193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHITIV00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_88_result.gtf
非UTR-缺注释,211,104,补充条目,Festuca francoi,NA,GCA_051253515.1_ASM5125351v1_genomic.fna.gz,PRODUCTION_64_result.gtf,ASM5125351v1,Poales,Poaceae,Commelinids,Monocots,no,2025/7/8,NA,GCA_051253515.1,NA,780.447117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051253515.1_ASM5125351v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051253515.1_ASM5125351v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_64_result.gtf
UTR-HUADA问题,212,105,统计条目,Festuca glaucescens,tetraploid,GCA_052817425.1_IPG_FesGla_1_genomic.fna.gz,GCA_052817425.1_IPG_FesGla_1_genomic.fna.gz.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/11/18,BMC Plant Biology,10.1186/s12870-025-07558-8,NA,5520,72385,NA,870,Illumina;PacBio,HiFi,Poland,no,Hifiasm,NA,NA,NA,no,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Festuca_glaucescens/Festuca_glaucescens_GCA_052817425.1_IPG_FesGla_1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_052817425.1_IPG_FesGla_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GCA_052817425.1_IPG_FesGla_1_genomic.fna.gz.gtf
非UTR-缺注释,213,106,补充条目,Festuca petraea,NA,GCA_051419415.1_ASM5141941v1_genomic.fna.gz,GCA_051419415.1_ASM5141941v1_genomic.fna.gz.gtf,ASM5141941v1,Poales,Poaceae,Commelinids,Monocots,no,2025/7/20,NA,GCA_051419415.1,NA,1188.724153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051419415.1_ASM5141941v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051419415.1_ASM5141941v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GCA_051419415.1_ASM5141941v1_genomic.fna.gz.gtf
Huada_FTP_update,216,107,??????,Guadua angustifolia,tetraploid,GCA_036346375.1_KIB_Gang_2_genomic.fna.gz,Guadua_angustifolia_GCA_036346375.1_KIB_Gang_2_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,1580,1545.93,47971,54949.77 ,1256.31 ,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Guadua_angustifolia/GCA_036346375.1_KIB_Gang_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Guadua_angustifolia/Guadua_angustifolia_GCA_036346375.1_KIB_Gang_2_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Guadua_angustifolia/GCA_036346375.1_KIB_Gang_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Guadua_angustifolia/Guadua_angustifolia_GCA_036346375.1_KIB_Gang_2_genomic.gtf
原始数据可用,218,108,???????,Hierochloe odorata,NA,GCA_965212095.1_lpHieOdor1.hap1.1_genomic.fna.gz,Hierochloe_odorata_GCA_965212095.1_lpHieOdor1.hap1.1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/3/17,NA,GCA_965212095.1,NA,3602.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/212/Hierochloe_odorata_monocots_lpHieOdor1.hap1.1_GCA_965212095.1/GCA_965212095.1_lpHieOdor1.hap1.1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_965212095.1_lpHieOdor1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Hierochloe_odorata/Hierochloe_odorata_GCA_965212095.1_lpHieOdor1.hap1.1_genomic.gtf
Huada_FTP_update,219,109,???????,Holcus mollis,NA,GCA_965644105.1_lpHolMoll1.hap1.1_genomic.fna.gz,Holcus_mollis_GCA_965644105.1_lpHolMoll1.hap1.1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/27,NA,GCA_965644205.1,NA,2440.4448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Holcus_mollis/GCA_965644105.1_lpHolMoll1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Holcus_mollis/Holcus_mollis_GCA_965644105.1_lpHolMoll1.hap1.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Holcus_mollis/GCA_965644105.1_lpHolMoll1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Holcus_mollis/Holcus_mollis_GCA_965644105.1_lpHolMoll1.hap1.1_genomic.gtf
非UTR-缺注释,221,110,补充条目,Holcus rigidus,NA,GCA_051253295.1_ASM5125329v1_genomic.fna.gz,PRODUCTION_53_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/7/8,NA,GCA_051253295.1,NA,891.6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051253295.1_ASM5125329v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051253295.1_ASM5125329v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_53_result.gtf
非UTR-缺注释,222,111,统计条目,Hordeum brevisubulatum,diploid,GWHFQVE00000000.1.genome.fasta.gz,PRODUCTION_54_result.gtf,PI531775,Poales,Poaceae,Commelinids,Monocots,yes,2025/3/14,Nature Plants,10.1038/s41477-025-01942-w,3590,3470,73672,476190,82350,PacBio,HiFi,China,yes,Hifiasm,Falcon-like,3D-DNA,3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFQVE00000000.1.genome.fasta.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFQVE00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_54_result.gtf
Huada_FTP_update,227,112,??????,Hordeum bulbosum,diploid,GCA_963513915.1_Hbulbosum_Hbulbosum_PI365428_genomic.fna.gz,Hordeum_bulbosum_GCA_963513915.1_Hbulbosum_Hbulbosum_PI365428_genomic.gtf,FB19-011-3,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/9,Nature,10.1038/s41586-025-09270-x,NA,7300 ,NA,522800,9700,PacBio,HiFi,Germany,yes,Hifiasm,NA,SOAPdenovo,EMBOSS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_bulbosum/GCA_963555535.1_Hbulbosum_FB20_029_7_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_bulbosum/Hordeum_bulbosum_GCA_963513915.1_Hbulbosum_Hbulbosum_PI365428_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_bulbosum/GCA_963513915.1_Hbulbosum_Hbulbosum_PI365428_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_bulbosum/Hordeum_bulbosum_GCA_963513915.1_Hbulbosum_Hbulbosum_PI365428_genomic.gtf
原始数据可用,233,113,??????,Hordeum erectifolium,diploid,GCA_978496365.1_lpHorErec1.1_genomic.fna.gz,GCA_978496365.1_lpHorErec1.1_genomic.gff.gz,NGB6816,Poales,Poaceae,Commelinids,Monocots,yes,2026/3/24,New Phytologist,10.1111/nph.71091,4400,3850,71475,NA,NA,ONT;Illumina;10x Genomics Linked-Reads,ONT;Illumina,Germany,yes,Flye,Racon;Medaka;BWA;Hapo-G,Tigmint;Bionano;TRITEX,TRITEX,no,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/978/496/Hordeum_erectifolium_monocots_lpHorErec1.1_GCA_978496365.1/GCA_978496365.1_lpHorErec1.1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/978/496/Hordeum_erectifolium_monocots_lpHorErec1.1_GCA_978496365.1/GCA_978496365.1_lpHorErec1.1_genomic.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_978496365.1_lpHorErec1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GCA_978496365.1_lpHorErec1.1_genomic.gff.gz
原始数据可用,234,114,??????,Hordeum marinum,diploid,GWHBJBH00000000.genome.fasta.gz,GWHBJBH00000000.gff.gz,H559,Poales,Poaceae,Commelinids,Monocots,yes,2022/5/5,Plant Communications,10.1016/j.xplc.2022.100333,3996,3816,41045,524470,6830,PacBio;Illumina,Other TGS,China,yes,Falcon,Quiver;Pilon,FragScaff,NA,no,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA009391,https://genomevolution.org/coge/NotebookView.pl?nid=3091,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBJBH00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHBJBH00000000.gff.gz
Huada_FTP_update,235,115,???????,Hordeum pubiflorum,NA,GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.fna.gz,Hordeum_pubiflorum_GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.gtf,Hordeum_pubiflorum_assembly1,Poales,Poaceae,Commelinids,Monocots,no,2013/8/30,NA,GCA_000582825.1,NA,1425.274558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_pubiflorum/GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_pubiflorum/Hordeum_pubiflorum_GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_pubiflorum/GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_pubiflorum/Hordeum_pubiflorum_GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.gtf
UTR-HUADA问题,237,116,统计条目,Hordeum spontaneum,diploid,Chromosome_EC_S1.fasta.gz,PRODUCTION_107_result.gtf,EC-S1,Poales,Poaceae,Commelinids,Monocots,yes,2022/8/29,Plant Biotechnology Journal,10.1111/pbi.13917,5000,5025,39179,NA,3525,ONT;Illumina,Other TGS,China,yes,NextDenovo,Racon;Pilon,BioNano Access;LACHESIS,LACHESIS,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Chromosome_EC_S1.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_107_result.gtf
Huada_FTP_update,239,117,??????,Hordeum vulgare,diploid,Chromosome_EC_S1.fasta.gz,Chromosome_EC_S1.gtf,EC_S1,Poales,Poaceae,Commelinids,Monocots,yes,2023/8/10,Scientific Data,10.1038/s41597-023-02434-2,4560,5052.015165,39179,90435.441,3525.661,ONT;Illumina,Other TGS,China,yes,NextDenovo,Nextpolish;Racon,BioNano Access,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_vulgare/Chromosome_EC_S1.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_vulgare/Chromosome_EC_S1.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_vulgare/Chromosome_EC_S1.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hordeum_vulgare/Chromosome_EC_S1.gtf
Huada_FTP_update,312,118,??????,Hsuehochloa calcarea,tetraploid,GCA_036346395.1_KIB_Hcal_1_genomic.fna.gz,Hsuehochloa_calcarea_GCA_036346395.1_KIB_Hcal_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,NA,NA,41907,NA,30.7,Illumina;ONT,ONT,China,yes,Canu;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,NA,LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hsuehochloa_calcarea/GCA_036346395.1_KIB_Hcal_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hsuehochloa_calcarea/Hsuehochloa_calcarea_GCA_036346395.1_KIB_Hcal_1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hsuehochloa_calcarea/GCA_036346395.1_KIB_Hcal_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Hsuehochloa_calcarea/Hsuehochloa_calcarea_GCA_036346395.1_KIB_Hcal_1_genomic.gtf
UTR-HUADA问题,313,119,统计条目,Hygroryza aristata,diploid,GWHFGLW00000000.1.genome.fasta.gz,PRODUCTION_83_result.gtf,hap1,Poales,Poaceae,Commelinids,Monocots,yes,2025/3/28,BMC Genomic Data,10.1186/s12863-025-01314-5,700,349.74,39139,NA,NA,PacBio;ONT,HiFi;ONT ultra long,China,yes,Hifiasm,NA,NA,Juicer,T2T,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFGLW00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_83_result.gtf
